                                0.010000                              0.00083333                                    0.56                                  669.98                                       5                                  682.48                                  -10.26                                  680.24                                   12.50                                  -10.26                                       1                                       0                                       0                                       0
                                0.050000                              0.00916666                                 1575.71                               173472.04                                      11                               173472.04                                15128.37                               158343.67                                       0                                15128.37                                       3                                0.005000                                       0                                       0
                                0.032500                              0.00270833                                  196.80                                72864.67                                       5                                72864.67                                  784.02                                72080.65                                       0                                  784.02                                       2                                       0                                       0                                       0
                                0.010000                              0.00083333                                   40.28                                48376.61                                       2                                48376.61                                   40.28                                48336.33                                       0                                   40.28                                       1                                       0                                       0                                       0
                                0.010000                              0.00083333                                    8.39                                10076.11                                       7                                10081.13                                   50.22                                10030.91                                       0                                   45.20                                       1                                       0                                    5.02                                       0
                                0.042500                              0.00354166                                  982.87                               278499.82                                       2                               278499.82                                  982.87                               277516.95                                       0                                  982.87                                       3                                       0                                       0                                       0
                                0.010000                              0.00083333                                   20.19                                24255.04                                       6                                24255.04                                  100.78                                24154.26                                       0                                  100.78                                       0                                       0                                       0                                      99
                                0.017500                              0.00145833                                  122.82                                84324.70                                       3                                84349.24                                  245.47                                84103.77                                       0                                  220.93                                       1                                       0                                   24.54                                       0
                                0.050000                              0.00916666                                 5347.93                               588758.94                                       3                               588758.94                                10647.28                               578111.66                                       0                                10647.28                                       3                                0.005000                                       0                                       0
                                0.050000                              0.00916666                                  149.80                                16492.22                                       5                                16492.22                                  591.09                                15901.13                                       0                                  591.09                                       3                                0.005000                                       0                                       0
                                0.050000                              0.00916666                                    8.55                                  929.04                                       4                                  941.54                                   12.91                                  916.13                                   12.50                                   12.91                                       3                                0.005000                                       0                                       0
                                0.010000                              0.00083333                                   20.35                                24441.45                                       5                                24441.45                                   81.29                                24360.16                                       0                                   81.29                                       1                                       0                                       0                                       0
                                0.050000                              0.00916666                                   22.51                                 2478.39                                       7                                 2478.39                                  132.01                                 2346.38                                       0                                  132.01                                       3                                0.005000                                       0                                       0
                                0.017500                              0.00145833                                   32.27                                22164.18                                       8                                22164.18                                  224.91                                21939.27                                       0                                  224.91                                       1                                       0                                       0                                       0
                                0.020000                              0.00166666                                    1.66                                  990.60                                      10                                 1003.10                                    2.37                                  988.23                                   12.50                                    2.37                                       1                                       0                                       0                                       0
                                0.010000                              0.00083333                                   46.25                                55551.23                                       5                                55551.23                                  184.76                                55366.47                                       0                                  184.76                                       1                                       0                                       0                                       0
                                0.010000                              0.00083333                                  144.89                               174018.60                                       4                               174018.60                                  434.31                               173584.29                                       0                                  434.31                                       1                                       0                                       0                                       0
                                0.010000                              0.00083333                                    0.62                                  743.79                                      11                                  756.29                                   -6.30                                  750.09                                   12.50                                   -6.30                                       1                                       0                                       0                                       0
                                0.010000                              0.00083333                                   90.50                               108696.14                                      12                               108696.14                                  991.35                               107704.79                                       0                                  991.35                                       0                                       0                                       0                                      99
                                0.010000                              0.00083333                                   12.73                                15293.44                                       3                                15293.44                                   25.45                                15267.99                                       0                                   25.45                                       1                                       0                                       0                                       0
                                0.042500                              0.00354166                                 1008.29                               285705.01                                      10                               285705.01                                 8947.61                               276757.40                                       0                                 8947.61                                       3                                       0                                       0                                       0
                                0.032500                              0.00270833                                  266.02                                98491.38                                      12                                98491.38                                 2887.03                                95604.35                                       0                                 2887.03                                       2                                       0                                       0                                       0
                                0.020000                              0.00166666                                   38.74                                23283.38                                       2                                23283.38                                   38.74                                23244.64                                       0                                   38.74                                       1                                       0                                       0                                       0
                                0.020000                              0.00166666                                   23.27                                13981.66                                       5                                13990.94                                   92.87                                13898.07                                       0                                   83.59                                       1                                       0                                    9.28                                       0
                                0.017500                              0.00145833                                    1.19                                  808.37                                       3                                  820.87                                  -10.12                                  818.49                                   12.50                                  -10.12                                       1                                       0                                       0                                       0
                                0.032500                              0.00270833                                  193.66                                71700.28                                       4                                71700.28                                  579.41                                71120.87                                       0                                  579.41                                       2                                       0                                       0                                       0
                                0.010000                              0.00083333                                   19.86                                23856.93                                      13                                23856.93                                  237.22                                23619.71                                       0                                  237.22                                       1                                       0                                       0                                       0
                                0.032500                              0.00270833                                  155.46                                57556.75                                       9                                57556.75                                 1231.96                                56324.79                                       0                                 1231.96                                       2                                       0                                       0                                       0
                                0.020000                              0.00166666                                    0.86                                  509.85                                      11                                  522.35                                   -3.93                                  513.78                                   12.50                                   -3.93                                       1                                       0                                       0                                       0
                                0.042500                              0.00354166                                  499.36                               141297.73                                       5                               141496.41                                 1986.89                               139509.52                                       0                                 1788.21                                       3                                       0                                  198.68                                       0
                                0.017500                              0.00145833                                    0.96                                  648.24                                       6                                  660.74                                   -7.73                                  655.97                                   12.50                                   -7.73                                       1                                       0                                       0                                       0
                                0.042500                              0.00354166                                 2528.63                               716498.79                                      11                               716498.79                                24888.52                               691610.27                                       0                                24888.52                                       3                                       0                                       0                                       0
                                0.050000                              0.00916666                                   50.87                                 5600.36                                      12                                 5600.36                                  534.79                                 5065.57                                       0                                  534.79                                       3                                0.005000                                       0                                       0
                                0.010000                              0.00083333                                  138.37                               166185.49                                       2                               166185.49                                  138.37                               166047.12                                       0                                  138.37                                       1                                       0                                       0                                       0
                                0.017500                              0.00145833                                   13.24                                 9096.41                                      10                                 9096.41                                  118.48                                 8977.93                                       0                                  118.48                                       1                                       0                                       0                                       0
                                0.020000                              0.00166666                                    7.01                                 4217.64                                       9                                 4217.64                                   55.77                                 4161.87                                       0                                   55.77                                       1                                       0                                       0                                       0
                                0.032500                              0.00270833                                  190.52                                70538.33                                       2                                70538.33                                  190.52                                70347.81                                       0                                  190.52                                       2                                       0                                       0                                       0
                                0.050000                              0.00916666                                  208.80                                22987.51                                       9                                22987.51                                 1618.25                                21369.26                                       0                                 1618.25                                       3                                0.005000                                       0                                       0
                                0.020000                              0.00166666                                   29.15                                17520.72                                       6                                17520.72                                  145.25                                17375.47                                       0                                  145.25                                       1                                       0                                       0                                       0
                                0.032500                              0.00270833                                  238.78                                88405.17                                      10                                88405.17                                 2125.94                                86279.23                                       0                                 2125.94                                       2                                       0                                       0                                       0
                                0.020000                              0.00166666                                    5.84                                 3510.91                                      11                                 3510.91                                   57.95                                 3452.96                                       0                                   57.95                                       1                                       0                                       0                                       0
                                0.032500                              0.00270833                                  185.93                                68837.52                                      10                                68837.52                                 1655.37                                67182.15                                       0                                 1655.37                                       2                                       0                                       0                                       0
                                0.020000                              0.00166666                                    6.52                                 3921.61                                      12                                 3921.61                                   71.13                                 3850.48                                       0                                   71.13                                       1                                       0                                       0                                       0
                                0.017500                              0.00145833                                  108.69                                74535.08                                      11                                74643.06                                 1079.80                                73563.26                                       0                                  971.82                                       1                                       0                                  107.98                                       0
                                0.010000                              0.00083333                                   57.61                                69199.15                                       7                                69199.15                                  344.95                                68854.20                                       0                                  344.95                                       1                                       0                                       0                                       0
