                              0.00001278                                    5.49                                    0.00                                    5.49
                              0.00001600                                    2.64                                    0.00                                    2.64
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00000000                                    0.01                                    0.00                                    0.00
                              0.00003015                                    4.05                                    0.00                                    4.05
                              0.00001592                                    4.49                                    0.00                                    4.49
                              0.00003138                                    0.16                                    0.00                                    0.16
                              0.00001757                                    4.02                                    0.00                                    4.02
                              0.00001252                                    2.84                                    0.00                                    2.84
                              0.00001947                                    4.70                                    0.00                                    4.70
                              0.00003055                                    0.92                                    0.00                                    0.92
                              0.00001185                                    3.02                                    0.00                                    3.02
                              0.00002735                                   11.56                                    0.00                                   11.56
                              0.00001158                                    5.48                                    0.00                                    5.48
                              0.00001188                                    2.31                                    0.00                                    2.31
                              0.00001757                                    4.49                                    0.00                                    4.49
                              0.00001426                                    3.50                                    0.00                                    3.50
                              0.00001725                                    7.77                                    0.00                                    7.77
                              0.00001164                                    5.07                                    0.00                                    5.07
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00001734                                    4.42                                    0.00                                    4.43
                              0.00002925                                    4.34                                    0.00                                    4.34
                              0.00001616                                    0.62                                    0.00                                    0.62
                              0.00001727                                    4.66                                    0.00                                    4.66
                              0.00003021                                   11.52                                    0.00                                   11.52
                              0.00002095                                    7.03                                    0.00                                    7.03
                              0.00001360                                    2.43                                    0.00                                    2.43
                              0.00001713                                    6.21                                    0.00                                    6.21
                              0.00002106                                    8.26                                    0.00                                    8.26
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00001273                                    0.41                                    0.00                                    0.41
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00002670                                    6.86                                    0.00                                    6.86
                              0.00000991                                    3.68                                    0.00                                    3.68
                              0.00002501                                   11.46                                    0.00                                   11.46
                              0.00001279                                    2.93                                    0.00                                    2.93
                              0.00000968                                    2.95                                    0.00                                    2.95
                              0.00002417                                    2.92                                    0.00                                    2.92
                              0.00002794                                    5.62                                    0.00                                    5.62
                              0.00002033                                    2.10                                    0.00                                    2.10
                              0.00000960                                    3.42                                    0.00                                    3.42
                              0.00001280                                    0.18                                    0.00                                    0.18
                              0.00001646                                    3.41                                    0.00                                    3.41
                              0.00001185                                    4.52                                    0.00                                    4.52
                              0.00003143                                    1.49                                    0.00                                    1.49
                              0.00002854                                    2.47                                    0.00                                    2.48
                              0.00001720                                    1.92                                    0.00                                    1.92
                              0.00001567                                    4.46                                    0.00                                    4.46
                              0.00001536                                    7.12                                    0.00                                    7.12
                              0.00002825                                   12.76                                    0.00                                   12.76
                              0.00002255                                    7.85                                    0.00                                    7.85
                              0.00001930                                    0.84                                    0.00                                    0.84
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00002772                                   13.19                                    0.00                                   13.19
                              0.00001908                                    0.42                                    0.00                                    0.42
                              0.00002880                                    5.41                                    0.00                                    5.41
                              0.00003036                                    2.72                                    0.00                                    2.72
                              0.00003212                                    5.27                                    0.00                                    5.27
                              0.00001229                                    1.58                                    0.00                                    1.58
                              0.00002175                                    5.19                                    0.00                                    5.19
                              0.00001114                                    5.46                                    0.00                                    5.46
                              0.00001241                                    5.39                                    0.00                                    5.39
                              0.00003258                                    7.45                                    0.00                                    7.45
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00001759                                    2.18                                    0.00                                    2.18
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00002511                                   11.01                                    0.00                                   11.01
                              0.00001436                                    2.29                                    0.00                                    2.29
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00002080                                    0.04                                    0.00                                    0.05
                              0.00001778                                    5.44                                    0.00                                    5.44
                              0.00003209                                   15.76                                    0.00                                   15.76
                              0.00001403                                    4.59                                    0.00                                    4.59
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00001123                                    2.37                                    0.00                                    2.37
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00002898                                    1.35                                    0.00                                    1.35
                              0.00001666                                    6.38                                    0.00                                    6.38
                              0.00001194                                    4.97                                    0.00                                    4.97
                              0.00002460                                    9.35                                    0.00                                    9.35
                              0.00002883                                    3.98                                    0.00                                    3.98
                              0.00002095                                    3.75                                    0.00                                    3.75
                              0.00002272                                    4.59                                    0.00                                    4.59
                              0.00000985                                    0.48                                    0.00                                    0.48
                              0.00001246                                    4.72                                    0.00                                    4.72
                              0.00001720                                    5.85                                    0.00                                    5.85
                              0.00001660                                    0.78                                    0.00                                    0.78
                              0.00002519                                    7.43                                    0.00                                    7.43
                              0.00002478                                   10.90                                    0.00                                   10.90
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00001718                                    1.55                                    0.00                                    1.56
                              0.00002548                                   12.72                                    0.00                                   12.72
                              0.00001564                                    6.36                                    0.00                                    6.36
                              0.00002780                                   12.85                                    0.00                                   12.85
                              0.00001104                                    1.87                                    0.00                                    1.87
                              0.00001085                                    2.02                                    0.00                                    2.02
                              0.00000000                                    0.00                                    0.00                                    0.00
                              0.00002543                                    7.56                                    0.00                                    7.56
